part_number,op,seq,feature_or_op,tool_name,tool_type,dia_mm,flutes,cut_len_mm,tool_len_mm,zmin_mm,feed_mm_min,feed_mm_rev,speed_rpm,stepover_mm,stepdown_mm,material,machine,source
16-408773-00,OP10-ITEM2,N1,FACING,facemill 80mm 45deg,facemill,80,4,10,50,0.3,2000,,5000,,,PP,CNCR EXACT,4088 NC
16-408773-00,OP10-ITEM2,N2,ROUGH OD + ANGLE 20DEG,12MM EM 2F,end_mill,12,2,,,,-250,,13500,,,PP,CNCR EXACT,NC 4088
16-408773-00,OP10-ITEM2,N3,CUT MATERIAL,parting/cut,cut,,,,,,650,,4000,,,PP,CNCR EXACT,NC 4088
16-408773-00,OP20-ITEM2,N1,FACING+ROUGH/FIN OD,12MM EM,end_mill,12,2,,,,300-2500,,5000-13500,,,PP,EXXACT1616,NC 4089
16-408773-00,OP20-ITEM2,N4,ROUGH SLOT 0.130,3MM EM or similar,end_mill,3,2,,,,200,,6000,,,PP,EXXACT1616,NC 4089
16-408773-00,OP20-ITEM2,N7,FIN ANGLE 20DEG,12MM EM,end_mill,12,2,,,,300,,13500,,,PP,EXXACT1616,NC 4089
16-408773-00,OP20-ITEM2,N9,FIN ID,12MM EM,end_mill,12,2,,,,2500,,8000,,,PP,EXXACT1616,NC 4089
16-408773-00,OP10-ITEM3,N1,ROUGH OD,OD turning insert,lathe_od,,,,137.2,,200,0.25,13500,,,PP,CNCR EXACT,NC 4087
16-408773-00,OP10-ITEM3,N2,FIN OD,OD finish insert,lathe_od,,,,137.2,,1200,0.08,13500,,,PP,CNCR EXACT,NC 4087
16-408773-00,OP10-ITEM3,N3,CUT/PART,parting insert,lathe_part,,,,,,650,0.08,10000,,,PP,CNCR EXACT,NC 4087
16-455529-00,OP10-ITEM1,N1,OD TURNING BLANK,OD Turn 80deg insert (CNGG120404),lathe_od,,,,137.2,,200,0.25,2000,,,PP,CNCL TAK,OP10 xlsx setup sheet
16-455529-00,OP10-ITEM1,N2,PARTING,PARTING insert (AC830P),lathe_part,,,,137.2,,200,0.08,1000,,,PP,CNCL TAK,OP10 xlsx setup sheet
16-455529-00,OP10-ITEM1,N3,OD FINISH,OD TURN 35 (VCGX110302-LC),lathe_od,,,,137.2,,200,0.08,1000,,,PP,CNCL TAK,OP10 xlsx setup sheet
16-455529-00,OP20-ITEM1,N1,FACING 0.0,C-F-12MM X55-2FL EM,end_mill,12,2,55,60,-24.215,1000,,5000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N2,ROUGH OD,C-RF-12MM X55-2FL EM,end_mill,12,2,55,60,-28.279,889-1270,,5000-10000,0.889,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N3,FIN OD 0.750,C-F-12MM X55-2FL EM,end_mill,12,2,55,60,-15.264,1270,,10000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N4,SPOT/CHAMFER HOLE,C-RF-12MM 90DEG CHAMFER 4FL,chamfer_mill,12,4,6,50,0.502,150-1000,,4000-6000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N5,HOLE 0.340 (Ø8.636mm),CARB DRILL 8.60 DURA,drill,8.6,2,60,65,0.502,203-508,,1350-2000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N6,FIN HOLE 0.600,C-F-10MM X35-2FL EM,end_mill,10,2,35,40,10.027,762,,2000-10000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N7,ROUGH DIST 0.725,C-RF-12MM X55-2FL EM,end_mill,12,2,55,60,-15.142,1500,,8000,,,PP,DVF 5000,4561 setup sheet
16-455529-00,OP20-ITEM1,N8,SLOT 0.210,slot mill,slot_mill,,,,,-15,600,,5000,,,PP,DVF 5000,NC T30
16-455529-00,OP10-ITEM2,N1,ROUGH FACING,C-RF-80MM 45DEG FACEMILL,facemill,80,4,10,50,0.3,2000,,5000,,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP10-ITEM2,N2,ROUGH OD,C-RF-12MM X55-2FL EM,end_mill,12,2,55,55,-27.7,300,,5000-12000,0.5,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP10-ITEM2,N3,FACING 0.0,C-F-12MM X55-2FL EM,end_mill,12,2,55,55,0.0,1000,,5000,,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP10-ITEM2,N4,FIN OD,C-F-12MM X55-2FL EM,end_mill,12,2,55,55,-27.7,1000,,5000-6000,,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP10-ITEM2,N5,FIN R5.00,Carbide Corner R5.0 DURA,bull_mill,2,4,5,30,-5.0,1200,,6000,,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP10-ITEM2,N6,CUT MATERIAL,C-F-3MM 90DEG CHAMFER 2FL,chamfer_mill,3,2,5,30,-28.3,650,,6000,,,PP,DNM 6700,4558 setup sheet
16-455529-00,OP30-ITEM2,N1,ENGRAVE PART NUMBER,engrave cutter,engrave,,2,,,,200,,5000,,,PP,CNCV FAN M,NC 4560
839-297424-004,OP10-THK19.05,N1,OD OUTER,10MM ROUGHING EM PCL590167,end_mill,10,2,35,40,-18.55,7000,,13500,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N2,ROUGH DP 0.380,10MM ROUGHING EM PCL590167,end_mill,10,2,35,40,-9.302,5500,,13500,0.5,0.35,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N3,FIN DP 0.38,10MM FINISHING EM PCL590167,end_mill,10,2,35,40,-9.652,800,,5000,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N4,RELIEF/CHAMFER,10MM ROUGHING EM,end_mill,10,2,35,40,-5.5,1500,,6000,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N5,CHAMFER 0.19X45,12MM NC SPOT 90DEG,spot_drill,12,2,20,50,-5.326,600,,4000,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N6,REGISTRATION MARK,3MM NC SPOT 90DEG,spot_drill,3,2,5,30,-0.6,1500,,10000,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N7,ENGRAVE LOT MARKING,0.8MM BALLNOSE CBN,ball_mill,0.8,2,1.5,20,-0.2,200,,5000,0,0.2,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N8,POKA YOKE POCKET,2MM ENDMILL 2F GET,end_mill,2,2,10,15,-2.5,600,,6000,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP10-THK19.05,N9,CUT MATERIAL,90DEG half-45 chamfer Ø6,chamfer_mill,6,2,10,25,-12.552,600,,4000,,,PP,CNCR EXACT,2298 setup sheet
839-297424-004,OP20-THK19.05,N1,REGISTRATION MARK,3MM NC SPOT 90DEG,spot_drill,3,2,5,30,-0.6,1500,,10000,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N2,POKA YOKE POCKET,2MM ENDMILL 2F GET,end_mill,2,2,10,15,-2.5,600,,6000,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N3,ENGRAVE LOT,0.8MM BALLNOSE CBN,ball_mill,0.8,2,1.5,20,-0.2,200,,5000,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N4,HELICOIL TAP 10-32 (spot),NC SPOT 10MM 120DEG,spot_drill,10,2,15,35,-1.0,150,,4000,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N5,HOLE HELICOIL TAP 10-32,CARB DRILL 5.10MM,drill,5.1,2,25,35,-16.0,150,,1350,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N6,HOLE HELICOIL TAP 4-40,CARB DRILL 3.10MM,drill,3.1,2,25,30,-14.0,150,,1350,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N7,HOLE HELICOIL TAP 8-32,CARB DRILL 3.80MM,drill,3.8,2,25,30,-14.0,150,,1350,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP20-THK19.05,N8,HELICOIL THREADMILL 8-32,THREADMILL 8-32 DIA3.2 MYOOK,thread_mill,3.2,4,16,30,-14.0,350-450,,3500,,,PP,CNCR EXXACT 1616,2299 setup sheet
839-297424-004,OP10-THK12.70,N1,CUT TO SIZE,profiling EM,end_mill,,,,,,200,,13500,,,PP,CNCR EXACT,NC 2974
839-297424-004,OP10-THK12.70,N2,CHAMFER 3.00,chamfer tool,chamfer_mill,,,,,,250,,10000,,,PP,CNCR EXACT,NC 2974
839-297424-004,OP20-THK12.70,N1,ROUGH OD,profiling EM,end_mill,,,,,,200,,13500,,,PP,CNCR EXXACT 1616,NC 2975
839-297424-004,OP20-THK12.70,N2,FIN OD,finish EM,end_mill,,,,,,600,,4000-10000,,,PP,CNCR EXXACT 1616,NC 2975
839-297424-004,OP20-THK12.70,N3,HELICOIL TAP 10-32,threadmill 8-32 Ø3.2,thread_mill,3.2,4,16,30,,600,,2000,,,PP,CNCR EXXACT 1616,NC 2975
839-297424-004,OP20-THK12.70,N4,TAP 1/4-20,tap,tap,,,,,,650,,4000,,,PP,CNCR EXXACT 1616,NC 2975
