part_number,op,seq,feature_or_op,tool_name,tool_type,dia_mm,flutes,cut_len_mm,tool_len_mm,zmin_mm,feed_mm_min,feed_mm_rev,speed_rpm,stepover_mm,stepdown_mm,material,machine,source
839-A05168-102 ITEM6,10,1,outline roughing,C-RF-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,40,-8.925,4000,,10000,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM6,10,2,Ø32.26 thru roughing (2D dynamic),C-RF-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,40,-8.925,3000,,10000,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM6,10,3,outline finishing,C-F-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,40,-8.925,1000,,8000,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM6,10,4,Ø32.26 thru finishing,C-F-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,40,-8.925,500,,8000,,,NPP,CNCR EXACT,setup_sheet+NC
839-A05168-102 ITEM6,10,5,cut material / chamfer,C-F-3 MM X 90 DEG-2FL-UNC-CHAMFER MILL,chamfer,3,2,5,30,-9.225,1000,,8000,,,NPP,CNCR EXACT,setup_sheet
839-A05168-102 ITEM7,10,1,top facing,C-RF-80 MM-45DEG LEAD-FACEMILL,face_mill,80,4,10,50,0.0,1000,,5000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,2,outline roughing,C-RF-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,3000,,8000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,3,profile finishing,C-F-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,2000,,5490,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,4,corner R6 roughing,RADIUS CUTTER R6,ball_nose,8,4,6,35,0.0,1500,,3000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,5,corner R6 finishing,RADIUS CUTTER R6,ball_nose,8,4,6,35,0.0,1000,,3000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,6,spotdrill Ø8,C-RF-12 MM X 90 DEG-4FL-UNC-CHAMFER MILL,chamfer,12,4,6,40,0.0,300,,3000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,7,drill Ø11.13,DRILL 7/16 LONG SERIES KENNAMETAL (11.113MM),drill,11.13,2,150,150,0.0,300,,2000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,8,Ø24.2 bore roughing,DIA 10MMXCL40XTL150XND9.5XNL100 FAP12028,end_mill,10,4,40,115,0.0,1000,,6000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,9,Ø24.2 bore finishing,DIA 10MMXCL40XTL150XND9.5XNL100 FAP12028,end_mill,10,4,40,115,0.0,600,,5490,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,10,chamfer,C-F-3 MM X 90 DEG-2FL-UNC-CHAMFER MILL,chamfer,3,2,5,25,0.0,800,,6000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,11,Ø76.2 pocket DP12.7 roughing,C-RF-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,4000,,10000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,12,Ø58.4 pocket DP40.6 roughing,C-RF-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,4000,,10000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,13,Ø76.2 pocket finish,C-F-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,2000,,5490,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,14,Ø58.4 floor finish,C-F-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,1000,,5000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,15,Ø58.4 wall finish,C-F-12 MM X 55-2FL-UNC-END MILL,end_mill,12,2,55,70,0.0,2000,,5490,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,10,16,chamfer,C-F-3 MM X 90 DEG-2FL-UNC-CHAMFER MILL,chamfer,3,2,5,25,0.0,1000,,8000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,20,1,back-side pocket roughing,C-RF-10 MM X 35-2FL-UNC-END MILL,end_mill,10,2,35,50,0.0,2000,,6000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,20,2,clear top surface,C-RF-80 MM-45DEG LEAD-FACEMILL,face_mill,80,4,10,50,0.0,1000,,6000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,20,3,corner R6 roughing,RADIUS CUTTER R6,ball_nose,8,4,6,35,0.0,635,,5000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM7,20,4,corner R6 finishing,RADIUS CUTTER R6,ball_nose,8,4,6,35,0.0,635,,5000,,,NPP,DNM 5700 4X,setup_sheet+NC
839-A05168-102 ITEM8,10,1,OD rough face+turn,OD ROUGH RIGHT (MITSUBISHI CNGG120404-MJ HTi10),turning_insert,,,,,-,300,,0.2,1100,,NPP,CNCL TAK (NEX-108),setup_sheet
839-A05168-102 ITEM9,10,1,OD face+rough turn,OD ROUGH RIGHT (MITSUBISHI CNGG120404-MJ HTi10),turning_insert,,,,,-,300,,0.2,1000,,NPP,CNCL TAK (NEX-108),setup_sheet
839-A05168-102 ITEM9,20,1,face rough,OD ROUGH RIGHT (MITSUBISHI CNGG120404-MJ HTi10),turning_insert,,,,,-,300,,0.2,1000,,NPP,CNCL TAK (NEX-108),setup_sheet
839-A05168-102 ITEM9,20,2,ID rough bore,ID ROUGH (WARK min dia bore),boring_bar,,,,,-,300,,0.2,1100,,NPP,CNCL TAK (NEX-108),setup_sheet
839-A07950-001,10,1,facing rough top (pocket raster),6MM CL25-2FL-PCL590166 ONSRUD ENDMILL,end_mill,6,2,25,35,-2.159,2286,,6000,,,NPP,DOOSAN DNM 6700,setup_sheet+NC
839-A07950-001,10,2,thru peck drill Ø6.4 (6x),CARB DRILL 6.40MM,drill,6.4,2,25,35,-1.943,635,,3000,,,NPP,DOOSAN DNM 6700,setup_sheet+NC
839-A07950-001,10,3,finish hole CB Ø8.6 (helix bore),6MM CL25-2FL-PCL590166 ONSRUD ENDMILL,end_mill,6,2,25,35,-1.943,350,,5000,,,NPP,DOOSAN DNM 6700,setup_sheet+NC
839-A07950-001,10,4,facing rough (2nd pass),6MM CL25-2FL-PCL590166 ONSRUD ENDMILL,end_mill,6,2,25,35,-2.159,2286,,6000,,,NPP,DOOSAN DNM 6700,setup_sheet+NC
