part_number,op,seq,feature_or_op,tool_name,tool_type,dia_mm,flutes,cut_len_mm,tool_len_mm,zmin_mm,feed_mm_min,feed_mm_rev,speed_rpm,stepover_mm,stepdown_mm,material,machine,source
713-226789-201,10,35,drill for M5 helicoil,CARB DRILL Ø5.30,drill,5.3,2,25,35,-10.5,80,,1350,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,36,thread mill M5×0.8,THREADMILL M5×0.8 Ø3.90 MYOOK,thread_mill,3.9,4,20,30,-9.0,350,,3500,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,37,spot for M4 helicoil,CARB SPOT DRILL Ø6 90°,spot_drill,6,2,25,35,-75.95,200,,4000,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,38,drill for M4 helicoil,CARB DRILL Ø4.30,drill,4.3,2,25,40,-75.95,100,,1350,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,39,thread mill M4×0.7,THREADMILL M4×0.7 Ø3.15 MYOOK,thread_mill,3.15,4,16,30,-76.9,350,,3500,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,10,40-63,fin OD+dist 7.60+chamfers,10MM END MILL ONSRUD PCL590167 FAP11335,end_mill,10,2,35,40,-75.3,800,,5000-6000,,,PEEK,DVF 5000 (HAAS UMC-750),2268_OP10_setup_sheet
713-226789-201,20,65-71,rough top+3× angle sweeps,10MM END MILL 4F COATED,end_mill,10,2,25,35,-23.8,3000,,8000-10000,,,PEEK,CNCV FAN M,2269_OP20_setup_sheet
713-226789-201,20,72-78,facing top+fin 3× angle sweeps (11.9°),CARB BULLMILL Ø10 R1.0 4F,bull_mill,10,4,25,35,-24.6,800-5000,,5000-10000,,,PEEK,CNCV FAN M,2269_OP20_setup_sheet
713-226789-201,20,79,chamfer 2.00,12MM NC SPOT 90° 2F,spot_drill,12,2,20,40,-3.0,600,,6000,,,PEEK,CNCV FAN M,2269_OP20_setup_sheet
713-323740-001,10,N2,OD rough left (main spindle),OD ROUGH LEFT - MITSUBISHI CNGG120404-MJ HTi10,lathe_OD,,,,,-37.0,,0.2,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N3,ID drill Ø16,16MM END MILL (drill mode),drill,16,,,,,-44.3,,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N4,OD grooving rough 3mm wide,OD GROOVING 2mm - WARK TDC3 TT9030,lathe_groove,,,,,-20.3,,0.1,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N5,OD finish left,OD FINISH LEFT - ZCC-CT VCGX110302-LH,lathe_OD,,,,,-25.2,,0.05,1200,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N6,OD grooving finish 3mm,OD GROOVING 2mm - WARK TDC2 TT9030,lathe_groove,,,,,-21.4,,0.08,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N7,ID rough (min Ø16 dia),ID ROUGH MIN.16 DIA - WARK CCGT060202L-W,lathe_ID,,,,,-23.0,,0.15,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N8,ID finish (min Ø10 dia),ID FINISH MIN.10 DIA - WARK CCGT060202L-W,lathe_ID,,,,,-21.2,,0.06,550,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N9,ID grooving rough 0.8mm,ID GROOVE MIN.3 DIA - WARK GEPI-300-R0.2,lathe_groove,,,,,-16.8,,0.1,800,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N10,ID grooving finish 0.8mm,ID GROOVE MIN.3 DIA - WARK GEPI-300-R0.2,lathe_groove,,,,,-17.5,,0.06,550,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N11,ID face grooving rough,ID FACE GROOVING - WARK MFGR07L10.5×R0.76,lathe_face_groove,,,,,-9.1,,0.1,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N12,ID face grooving finish,ID FACE GROOVING - WARK MFGR07L10.5×R0.76,lathe_face_groove,,,,,-9.3,,0.06,850,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N13,engrave P/N (sub-spindle live mill),Ø0.8 BALL ENDMILL 4FL - VARTICAL LIFE TOOLING,ball_mill,0.8,4,4,75,-0.1,250,,4000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet+NC_O0855
713-323740-001,10,N14-17,ID grooving 0.8mm (4× grooves),ID GROOVE MIN.0.8 DIA - WARK MBG09-D0.8×R0.4,lathe_groove,,,,,-5.1,,0.08,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N15,part-off (4mm wide),OD CUTOFF RIGHT - WARK TDC4 TT9030,lathe_cutoff,,,,,0.53,,0.08,197,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N16,OD rough right (sub-spindle back),OD ROUGH RIGHT - MITSUBISHI CNGG120404-MJ HTi10,lathe_OD,,,,,466.8,,0.1,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N17,ID rough back (sub-spindle),ID ROUGH MIN.3 DIA 80° - SIMTEK MBQR0441L20R015,lathe_ID,,,,,464.1,,0.1,330,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N18,OD finish right (sub-spindle),OD FINISH RIGHT - ZCC-CT VCGX110302-LH,lathe_OD,,,,,466.0,,0.06,1000,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N19,ID face grooving rough (back),ID FACE GROOVE - MFGR0730L10R1.27,lathe_face_groove,,,,,466.8,,0.1,200,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N20,ID finish back,ID FINISH BACK - WARK MBQR0441L20R015,lathe_ID,,,,,466.8,,0.06,900,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
713-323740-001,10,N21,ID face finish back,ID FACE FINISH - MFGR0730L10R1.27,lathe_face_groove,,,,,466.8,,0.06,800,,,PEEK,DOOSAN LYNX 2100 LYSB,OP10_setup_sheet
